"country","type","total"
"Norway","adult_diabetes_2010",5.115
"Norway","adult_obesity_2010",20.32
"Norway","adult_overweight_2010",55.585
"Norway","adult_sodium_2010",4.36666666666667
"Oman","adult_blood_pressure_2010",26.07
"Oman","adult_diabetes_2010",12.335
"Oman","adult_obesity_2010",24.23
"Oman","adult_overweight_2010",58.805
"Oman","adult_sodium_2010",4.29
"Pakistan","adult_blood_pressure_2010",30.075
"Pakistan","adult_diabetes_2010",11.395
"Pakistan","adult_obesity_2010",6.505
"Pakistan","adult_overweight_2010",24.295
"Pakistan","adult_sodium_2010",4.86666666666667
"Palau","adult_blood_pressure_2010",23.92
"Palau","adult_diabetes_2010",22.51
"Palau","adult_obesity_2010",51.76
"Palau","adult_overweight_2010",82.85
"Panama","adult_blood_pressure_2010",20.58
"Panama","adult_diabetes_2010",8.655
"Panama","adult_obesity_2010",19.585
"Panama","adult_overweight_2010",55.22
"Panama","adult_sodium_2010",3.77333333333333
"Papua New Guinea","adult_blood_pressure_2010",24.41
"Papua New Guinea","adult_diabetes_2010",13.28
"Papua New Guinea","adult_obesity_2010",17.83
"Papua New Guinea","adult_overweight_2010",48.61
"Papua New Guinea","adult_sodium_2010",3.32
"Paraguay","adult_blood_pressure_2010",25.735
"Paraguay","adult_diabetes_2010",7.425
"Paraguay","adult_obesity_2010",17.155
"Paraguay","adult_overweight_2010",49.485
"Paraguay","adult_sodium_2010",3.67666666666667
"Peru","adult_blood_pressure_2010",15.375
"Peru","adult_diabetes_2010",7.21
"Peru","adult_obesity_2010",17.185
"Peru","adult_overweight_2010",54.095
"Peru","adult_sodium_2010",3.74
"Philippines","adult_blood_pressure_2010",22.67
"Philippines","adult_diabetes_2010",6.84
"Philippines","adult_obesity_2010",4.93
"Philippines","adult_overweight_2010",24.145
"Philippines","adult_sodium_2010",4.98666666666667
"Poland","adult_blood_pressure_2010",30.095
"Poland","adult_diabetes_2010",7.225
"Poland","adult_obesity_2010",20.66
"Poland","adult_overweight_2010",55.63
"Poland","adult_sodium_2010",4.32666666666667
"Portugal","adult_blood_pressure_2010",26.63
"Portugal","adult_diabetes_2010",6.56
"Portugal","adult_obesity_2010",18.025
"Portugal","adult_overweight_2010",54.27
"Portugal","adult_sodium_2010",3.97666666666667
"Qatar","adult_blood_pressure_2010",23.68
"Qatar","adult_diabetes_2010",17.34
"Qatar","adult_obesity_2010",34.345
"Qatar","adult_overweight_2010",69.325
"Qatar","adult_sodium_2010",4.60333333333333
"Republic of Korea","adult_blood_pressure_2010",13.43
"Republic of Korea","adult_diabetes_2010",7.545
"Republic of Korea","adult_obesity_2010",3.875
"Republic of Korea","adult_overweight_2010",28.11
"Republic of Korea","adult_sodium_2010",5.34333333333333
"Republic of Moldova","adult_blood_pressure_2010",30.015
"Republic of Moldova","adult_diabetes_2010",7.485
"Republic of Moldova","adult_obesity_2010",16.61
"Republic of Moldova","adult_overweight_2010",49.115
"Republic of Moldova","adult_sodium_2010",3.51333333333333
"Romania","adult_blood_pressure_2010",30.45
"Romania","adult_diabetes_2010",6.37
"Romania","adult_obesity_2010",19.72
"Romania","adult_overweight_2010",54.54
"Romania","adult_sodium_2010",4.59333333333333
"Russian Federation","adult_blood_pressure_2010",29.2
"Russian Federation","adult_diabetes_2010",7.405
"Russian Federation","adult_obesity_2010",20.775
"Russian Federation","adult_overweight_2010",54.625
"Russian Federation","adult_sodium_2010",3.85
"Rwanda","adult_blood_pressure_2010",26.42
"Rwanda","adult_diabetes_2010",4.02
"Rwanda","adult_obesity_2010",4.05
"Rwanda","adult_overweight_2010",20.9
"Rwanda","adult_sodium_2010",2.78666666666667
"Saint Kitts and Nevis","adult_blood_pressure_2010",25.42
"Saint Kitts and Nevis","adult_diabetes_2010",13.05
"Saint Kitts and Nevis","adult_obesity_2010",19.09
"Saint Kitts and Nevis","adult_overweight_2010",47.84
"Saint Lucia","adult_blood_pressure_2010",26.6
"Saint Lucia","adult_diabetes_2010",12.15
"Saint Lucia","adult_obesity_2010",16.355
"Saint Lucia","adult_overweight_2010",43.895
"Saint Lucia","adult_sodium_2010",2.75
"Saint Vincent and the Grenadines","adult_blood_pressure_2010",24.14
"Saint Vincent and the Grenadines","adult_diabetes_2010",9.93
"Saint Vincent and the Grenadines","adult_obesity_2010",20.045
"Saint Vincent and the Grenadines","adult_overweight_2010",50.49
"Saint Vincent and the Grenadines","adult_sodium_2010",2.73333333333333
"Samoa","adult_blood_pressure_2010",23.12
"Samoa","adult_diabetes_2010",22.425
"Samoa","adult_obesity_2010",43.61
"Samoa","adult_overweight_2010",75.095
"Samoa","adult_sodium_2010",2.16666666666667
"Sao Tome and Principe","adult_blood_pressure_2010",27.48
"Sao Tome and Principe","adult_diabetes_2010",7.725
"Sao Tome and Principe","adult_obesity_2010",9.615
"Sao Tome and Principe","adult_overweight_2010",30.915
"Sao Tome and Principe","adult_sodium_2010",2.80666666666667
"Saudi Arabia","adult_blood_pressure_2010",25.09
"Saudi Arabia","adult_diabetes_2010",15.89
"Saudi Arabia","adult_obesity_2010",32.73
"Saudi Arabia","adult_overweight_2010",66.88
"Saudi Arabia","adult_sodium_2010",4.29
"Senegal","adult_blood_pressure_2010",30.885
"Senegal","adult_diabetes_2010",6.98
"Senegal","adult_obesity_2010",6.715
"Senegal","adult_overweight_2010",24.56
"Senegal","adult_sodium_2010",2.77666666666667
"Serbia","adult_blood_pressure_2010",31.08
"Serbia","adult_diabetes_2010",6.595
"Serbia","adult_obesity_2010",19.085
"Serbia","adult_overweight_2010",54.315
"Serbia","adult_sodium_2010",4.49666666666667
"Seychelles","adult_blood_pressure_2010",24.255
"Seychelles","adult_diabetes_2010",9.8
"Seychelles","adult_obesity_2010",11.665
"Seychelles","adult_overweight_2010",33.315
"Seychelles","adult_sodium_2010",3.94333333333333
"Sierra Leone","adult_blood_pressure_2010",31.125
"Sierra Leone","adult_diabetes_2010",6.275
"Sierra Leone","adult_obesity_2010",6.71
"Sierra Leone","adult_overweight_2010",24.28
"Sierra Leone","adult_sodium_2010",2.68
"Singapore","adult_blood_pressure_2010",17.015
"Singapore","adult_diabetes_2010",7.965
"Singapore","adult_obesity_2010",5.345
"Singapore","adult_overweight_2010",30.24
"Singapore","adult_sodium_2010",6.52666666666667
"Slovakia","adult_blood_pressure_2010",29.71
"Slovakia","adult_diabetes_2010",6.795
"Slovakia","adult_obesity_2010",18.355
"Slovakia","adult_overweight_2010",53.8
"Slovakia","adult_sodium_2010",4.71
"Slovenia","adult_blood_pressure_2010",31.2
"Slovenia","adult_diabetes_2010",6.73
"Slovenia","adult_obesity_2010",18.07
"Slovenia","adult_overweight_2010",53.335
"Slovenia","adult_sodium_2010",4.79333333333333
"Solomon Islands","adult_blood_pressure_2010",21.48
"Solomon Islands","adult_diabetes_2010",12.73
"Solomon Islands","adult_obesity_2010",18.77
"Solomon Islands","adult_overweight_2010",50.45
"Solomon Islands","adult_sodium_2010",3.25333333333333
"Somalia","adult_blood_pressure_2010",33.195
"Somalia","adult_diabetes_2010",6.38
"Somalia","adult_obesity_2010",6.29
"Somalia","adult_overweight_2010",24.715
"Somalia","adult_sodium_2010",2.62666666666667
"South Africa","adult_blood_pressure_2010",28.04
"South Africa","adult_diabetes_2010",10.425
"South Africa","adult_obesity_2010",24.09
"South Africa","adult_overweight_2010",48.85
"South Africa","adult_sodium_2010",3.13333333333333
"South Sudan","adult_sodium_2010",2.94
"Spain","adult_blood_pressure_2010",21.67
"Spain","adult_diabetes_2010",7.155
"Spain","adult_obesity_2010",21.585
"Spain","adult_overweight_2010",59.315
"Spain","adult_sodium_2010",3.82666666666667
"Sri Lanka","adult_blood_pressure_2010",21.845
"Sri Lanka","adult_diabetes_2010",6.71
"Sri Lanka","adult_obesity_2010",3.635
"Sri Lanka","adult_overweight_2010",19.36
"Sri Lanka","adult_sodium_2010",5.10333333333333
"State of Palestine","adult_blood_pressure_2010",23.885
"State of Palestine","adult_diabetes_2010",15.16
"State of Palestine","adult_obesity_2010",28.915
"State of Palestine","adult_overweight_2010",63.465
"State of Palestine","adult_sodium_2010",3.62
"Sudan","adult_blood_pressure_2010",29.985
"Sudan","adult_diabetes_2010",8.4
"Sudan","adult_obesity_2010",6.46
"Sudan","adult_overweight_2010",24.975
"Sudan","adult_sodium_2010",3.62
"Suriname","adult_blood_pressure_2010",23.46
"Suriname","adult_diabetes_2010",11.41
"Suriname","adult_obesity_2010",23.335
"Suriname","adult_overweight_2010",55.465
"Suriname","adult_sodium_2010",2.77333333333333
"Sweden","adult_blood_pressure_2010",22.035
"Sweden","adult_diabetes_2010",4.915
"Sweden","adult_obesity_2010",18.145
"Sweden","adult_overweight_2010",53.86
"Sweden","adult_sodium_2010",4.63333333333333
"Switzerland","adult_blood_pressure_2010",19.42
"Switzerland","adult_diabetes_2010",4.005
"Switzerland","adult_obesity_2010",17.245
"Switzerland","adult_overweight_2010",52.05
"Switzerland","adult_sodium_2010",4.09
"Syrian Arab Republic","adult_blood_pressure_2010",25.88
"Syrian Arab Republic","adult_diabetes_2010",13.315
"Syrian Arab Republic","adult_obesity_2010",23.86
"Syrian Arab Republic","adult_overweight_2010",57.165
"Syrian Arab Republic","adult_sodium_2010",3.76333333333333
"Tajikistan","adult_blood_pressure_2010",25.535
"Tajikistan","adult_diabetes_2010",8.71
"Tajikistan","adult_obesity_2010",11.26
"Tajikistan","adult_overweight_2010",41.06
"Tajikistan","adult_sodium_2010",3.94333333333333
"Thailand","adult_blood_pressure_2010",22.37
"Thailand","adult_diabetes_2010",8.065
"Thailand","adult_obesity_2010",6.86
"Thailand","adult_overweight_2010",26.52
"Thailand","adult_sodium_2010",5.29
"Timor-Leste","adult_blood_pressure_2010",27.36
"Timor-Leste","adult_diabetes_2010",5.27
"Timor-Leste","adult_obesity_2010",2.57
"Timor-Leste","adult_overweight_2010",17.77
"Timor-Leste","adult_sodium_2010",4.86
"Togo","adult_blood_pressure_2010",29.39
"Togo","adult_diabetes_2010",6.545
"Togo","adult_obesity_2010",6.315
"Togo","adult_overweight_2010",24.185
"Togo","adult_sodium_2010",2.68666666666667
"Tonga","adult_blood_pressure_2010",22.67
"Tonga","adult_diabetes_2010",22.26
"Tonga","adult_obesity_2010",43.81
"Tonga","adult_overweight_2010",75.595
"Tonga","adult_sodium_2010",3.49
"Trinidad and Tobago","adult_blood_pressure_2010",24.77
"Trinidad and Tobago","adult_diabetes_2010",10.195
"Trinidad and Tobago","adult_obesity_2010",15.09
"Trinidad and Tobago","adult_overweight_2010",41.5
"Trinidad and Tobago","adult_sodium_2010",2.78
"Tunisia","adult_blood_pressure_2010",24.8
"Tunisia","adult_diabetes_2010",11.43
"Tunisia","adult_obesity_2010",23.235
"Tunisia","adult_overweight_2010",57.685
"Tunisia","adult_sodium_2010",3.89
"Turkey","adult_blood_pressure_2010",22.465
"Turkey","adult_diabetes_2010",12.38
"Turkey","adult_obesity_2010",27.805
"Turkey","adult_overweight_2010",62.89
"Turkey","adult_sodium_2010",3.07333333333333
"Turkmenistan","adult_blood_pressure_2010",25.7
"Turkmenistan","adult_diabetes_2010",10.365
"Turkmenistan","adult_obesity_2010",15.11
"Turkmenistan","adult_overweight_2010",47.43
"Turkmenistan","adult_sodium_2010",4.36
"Tuvalu","adult_blood_pressure_2010",24.075
"Tuvalu","adult_diabetes_2010",22.47
"Tuvalu","adult_obesity_2010",47.085
"Tuvalu","adult_overweight_2010",78.77
"Uganda","adult_blood_pressure_2010",26.18
"Uganda","adult_diabetes_2010",3.975
"Uganda","adult_obesity_2010",3.87
"Uganda","adult_overweight_2010",19.325
"Uganda","adult_sodium_2010",2.82666666666667
"Ukraine","adult_blood_pressure_2010",28.73
"Ukraine","adult_diabetes_2010",7.03
"Ukraine","adult_obesity_2010",21.69
"Ukraine","adult_overweight_2010",55.99
"Ukraine","adult_sodium_2010",3.71
"United Arab Emirates","adult_blood_pressure_2010",22.58
"United Arab Emirates","adult_diabetes_2010",14.775
"United Arab Emirates","adult_obesity_2010",30.66
"United Arab Emirates","adult_overweight_2010",65.41
"United Arab Emirates","adult_sodium_2010",4.49666666666667
"United Kingdom of Great Britain and Northern Ireland","adult_blood_pressure_2010",17.805
"United Kingdom of Great Britain and Northern Ireland","adult_diabetes_2010",5.695
"United Kingdom of Great Britain and Northern Ireland","adult_obesity_2010",24.21
"United Kingdom of Great Britain and Northern Ireland","adult_overweight_2010",60.66
"United Kingdom of Great Britain and Northern Ireland","adult_sodium_2010",3.39
"United Republic of Tanzania","adult_blood_pressure_2010",26.915
"United Republic of Tanzania","adult_diabetes_2010",5.65
"United Republic of Tanzania","adult_obesity_2010",6.19
"United Republic of Tanzania","adult_overweight_2010",23.59
"United Republic of Tanzania","adult_sodium_2010",3.09
"United States of America","adult_blood_pressure_2010",13.555
"United States of America","adult_diabetes_2010",7.06
"United States of America","adult_obesity_2010",32.275
"United States of America","adult_overweight_2010",64.845
"United States of America","adult_sodium_2010",5.1
"Uruguay","adult_blood_pressure_2010",23.32
"Uruguay","adult_diabetes_2010",8.96
"Uruguay","adult_obesity_2010",24.855
"Uruguay","adult_overweight_2010",59.71
"Uruguay","adult_sodium_2010",4.32666666666667
"Uzbekistan","adult_blood_pressure_2010",25.325
"Uzbekistan","adult_diabetes_2010",9.17
"Uzbekistan","adult_obesity_2010",13.34
"Uzbekistan","adult_overweight_2010",44.075
"Uzbekistan","adult_sodium_2010",4.14
"Vanuatu","adult_blood_pressure_2010",23.69
"Vanuatu","adult_diabetes_2010",14.335
"Vanuatu","adult_obesity_2010",21.355
"Vanuatu","adult_overweight_2010",52.82
"Vanuatu","adult_sodium_2010",3.36666666666667
"Venezuela (Bolivarian Republic of)","adult_blood_pressure_2010",20.575
"Venezuela (Bolivarian Republic of)","adult_diabetes_2010",9.27
"Venezuela (Bolivarian Republic of)","adult_obesity_2010",23.215
"Venezuela (Bolivarian Republic of)","adult_overweight_2010",60.93
"Venezuela (Bolivarian Republic of)","adult_sodium_2010",3.8
"Viet Nam","adult_blood_pressure_2010",22.97
"Viet Nam","adult_diabetes_2010",5.13
"Viet Nam","adult_obesity_2010",1.33
"Viet Nam","adult_overweight_2010",14.495
"Viet Nam","adult_sodium_2010",4.90666666666667
"Yemen","adult_blood_pressure_2010",30.485
"Yemen","adult_diabetes_2010",9.96
"Yemen","adult_obesity_2010",13.385
"Yemen","adult_overweight_2010",43.545
"Yemen","adult_sodium_2010",3.67
"Zambia","adult_blood_pressure_2010",27.41
"Zambia","adult_diabetes_2010",6.07
"Zambia","adult_obesity_2010",6.205
"Zambia","adult_overweight_2010",24.34
"Zambia","adult_sodium_2010",2.91666666666667
"Zimbabwe","adult_blood_pressure_2010",28.415
"Zimbabwe","adult_diabetes_2010",6.655
"Zimbabwe","adult_obesity_2010",13.17
"Zimbabwe","adult_overweight_2010",34.82
"Zimbabwe","adult_sodium_2010",3.13
"Afghanistan","basic_sanitation_2017",43.42
"Afghanistan","basic_water_2017",67.06
"Afghanistan","female_secondary_enroll_net_2017",36.15
"Afghanistan","limited_sanitation_2017",9.82
"Afghanistan","limited_water_2017",3.17
"Afghanistan","open_defecation_2017",12.74
"Afghanistan","surface_water_2017",10.88
"Afghanistan","undernourishment_prev_2017",29.8
"Afghanistan","unimproved_sanitation_2017",34.02
"Afghanistan","unimproved_water_2017",18.88
"Angola","basic_sanitation_2017",49.88
"Angola","basic_water_2017",55.84
"Angola","limited_sanitation_2017",20.2
"Angola","limited_water_2017",9.98
"Angola","open_defecation_2017",19.92
"Angola","surface_water_2017",15.39
"Angola","undernourishment_prev_2017",25
"Angola","unimproved_sanitation_2017",10
"Angola","unimproved_water_2017",18.8
"Albania","basic_sanitation_2017",57.86
"Albania","basic_water_2017",21.02
"Albania","female_secondary_enroll_net_2017",86.95
"Albania","limited_sanitation_2017",2.09
"Albania","limited_water_2017",5.13
"Albania","open_defecation_2017",0
"Albania","safely_managed_sanitation_2017",39.86
"Albania","safely_managed_water_2017",70.02
"Albania","surface_water_2017",0
"Albania","undernourishment_prev_2017",6.2
"Albania","unimproved_sanitation_2017",0.19
"Albania","unimproved_water_2017",3.84
"Andorra","basic_sanitation_2017",0
"Andorra","basic_water_2017",9.36
"Andorra","limited_sanitation_2017",0
"Andorra","limited_water_2017",0
"Andorra","open_defecation_2017",0
"Andorra","safely_managed_sanitation_2017",100
"Andorra","safely_managed_water_2017",90.64
"Andorra","surface_water_2017",0
"Andorra","unimproved_sanitation_2017",0
"Andorra","unimproved_water_2017",0
"United Arab Emirates","basic_sanitation_2017",2.31
"United Arab Emirates","basic_water_2017",98.05
"United Arab Emirates","limited_sanitation_2017",0.76
"United Arab Emirates","limited_water_2017",1.91
"United Arab Emirates","open_defecation_2017",0.06
"United Arab Emirates","safely_managed_sanitation_2017",96.28
"United Arab Emirates","surface_water_2017",0
"United Arab Emirates","undernourishment_prev_2017",2.6
"United Arab Emirates","unimproved_sanitation_2017",0.59
"United Arab Emirates","unimproved_water_2017",0.05
"Argentina","undernourishment_prev_2017",4.6
"Armenia","basic_sanitation_2017",45.42
"Armenia","basic_water_2017",13.44
"Armenia","limited_sanitation_2017",0.49
"Armenia","limited_water_2017",0
"Armenia","open_defecation_2017",0
"Armenia","safely_managed_sanitation_2017",48.22
"Armenia","safely_managed_water_2017",86.48
"Armenia","surface_water_2017",0
"Armenia","undernourishment_prev_2017",4.3
"Armenia","unimproved_sanitation_2017",5.87
"Armenia","unimproved_water_2017",0.09
"Antigua and Barbuda","basic_sanitation_2017",87.5
"Antigua and Barbuda","basic_water_2017",96.74
"Antigua and Barbuda","female_secondary_enroll_net_2017",72.85
"Antigua and Barbuda","limited_sanitation_2017",4.17
"Antigua and Barbuda","limited_water_2017",0
"Antigua and Barbuda","open_defecation_2017",0.26
"Antigua and Barbuda","surface_water_2017",0.09
"Antigua and Barbuda","unimproved_sanitation_2017",8.06
"Antigua and Barbuda","unimproved_water_2017",3.17
"Australia","basic_sanitation_2017",24.35
"Australia","basic_water_2017",99.97
"Australia","female_secondary_enroll_net_2017",93.09
"Australia","limited_sanitation_2017",0
"Australia","limited_water_2017",0
"Australia","open_defecation_2017",0
"Australia","safely_managed_sanitation_2017",75.64
"Australia","surface_water_2017",0
"Australia","undernourishment_prev_2017",2.5
"Australia","unimproved_sanitation_2017",0.01
"Australia","unimproved_water_2017",0.03
"Austria","basic_sanitation_2017",3.23
"Austria","basic_water_2017",1.09
"Austria","female_secondary_enroll_net_2017",88.13
"Austria","limited_sanitation_2017",0
"Austria","limited_water_2017",0
"Austria","open_defecation_2017",0
"Austria","safely_managed_sanitation_2017",96.75
"Austria","safely_managed_water_2017",98.91
"Austria","surface_water_2017",0
"Austria","undernourishment_prev_2017",2.5
"Austria","unimproved_sanitation_2017",0.03
"Austria","unimproved_water_2017",0
"Azerbaijan","basic_sanitation_2017",92.51
"Azerbaijan","basic_water_2017",17.82
"Azerbaijan","limited_sanitation_2017",2.61
"Azerbaijan","limited_water_2017",2.74
"Azerbaijan","open_defecation_2017",0.16
"Azerbaijan","safely_managed_water_2017",73.56
"Azerbaijan","surface_water_2017",0.97
"Azerbaijan","undernourishment_prev_2017",2.5
"Azerbaijan","unimproved_sanitation_2017",4.72
"Azerbaijan","unimproved_water_2017",4.9
"Burundi","basic_sanitation_2017",45.82
"Burundi","basic_water_2017",60.83
"Burundi","female_secondary_enroll_net_2017",31.67
"Burundi","limited_sanitation_2017",11.57
"Burundi","limited_water_2017",19.52
"Burundi","open_defecation_2017",2.62
"Burundi","surface_water_2017",4.77
"Burundi","unimproved_sanitation_2017",39.98
"Burundi","unimproved_water_2017",14.88
"Belgium","basic_sanitation_2017",2.39
"Belgium","basic_water_2017",0.48
"Belgium","limited_sanitation_2017",0.51
"Belgium","limited_water_2017",0
"Belgium","open_defecation_2017",0
"Belgium","safely_managed_sanitation_2017",97.1
"Belgium","safely_managed_water_2017",99.52
"Belgium","surface_water_2017",0
"Belgium","undernourishment_prev_2017",2.5
"Belgium","unimproved_sanitation_2017",0
"Belgium","unimproved_water_2017",0
"Benin","basic_sanitation_2017",16.45
"Benin","basic_water_2017",66.41
"Benin","limited_sanitation_2017",19.54
"Benin","limited_water_2017",10
"Benin","open_defecation_2017",53.83
"Benin","surface_water_2017",3.78
"Benin","undernourishment_prev_2017",10.1
"Benin","unimproved_sanitation_2017",10.18
"Benin","unimproved_water_2017",19.8
"Burkina Faso","basic_sanitation_2017",19.4
"Burkina Faso","basic_water_2017",47.89
"Burkina Faso","female_secondary_enroll_net_2017",29.33
"Burkina Faso","limited_sanitation_2017",27.47
"Burkina Faso","limited_water_2017",27.76
"Burkina Faso","open_defecation_2017",46.67
"Burkina Faso","surface_water_2017",1.29
"Burkina Faso","undernourishment_prev_2017",20
"Burkina Faso","unimproved_sanitation_2017",6.46
"Burkina Faso","unimproved_water_2017",23.07
"Bangladesh","basic_sanitation_2017",48.23
"Bangladesh","basic_water_2017",41.57
"Bangladesh","female_secondary_enroll_net_2017",66.55
"Bangladesh","limited_sanitation_2017",22.65
"Bangladesh","limited_water_2017",1.54
"Bangladesh","open_defecation_2017",0
"Bangladesh","safely_managed_water_2017",55.44
"Bangladesh","surface_water_2017",0.93
"Bangladesh","undernourishment_prev_2017",14.7
"Bangladesh","unimproved_sanitation_2017",29.12
"Bangladesh","unimproved_water_2017",0.51
"Bulgaria","basic_sanitation_2017",21.59
"Bulgaria","basic_water_2017",2.16
"Bulgaria","limited_sanitation_2017",14
"Bulgaria","limited_water_2017",0
"Bulgaria","open_defecation_2017",0
"Bulgaria","safely_managed_sanitation_2017",64.41
"Bulgaria","safely_managed_water_2017",96.95
"Bulgaria","undernourishment_prev_2017",3.6
"Bulgaria","unimproved_sanitation_2017",0
"Bulgaria","unimproved_water_2017",0.89
"Bahrain","basic_sanitation_2017",4
"Bahrain","basic_water_2017",1.02
"Bahrain","female_secondary_enroll_net_2017",93.76
"Bahrain","limited_sanitation_2017",0
"Bahrain","limited_water_2017",0
"Bahrain","open_defecation_2017",0
"Bahrain","safely_managed_sanitation_2017",96
"Bahrain","safely_managed_water_2017",98.98
"Bahrain","surface_water_2017",0
"Bahrain","unimproved_sanitation_2017",0
"Bahrain","unimproved_water_2017",0
"Bahamas","basic_sanitation_2017",94.93
"Bahamas","basic_water_2017",98.89
"Bahamas","limited_sanitation_2017",3.32
"Bahamas","limited_water_2017",0
"Bahamas","open_defecation_2017",0.22
"Bahamas","surface_water_2017",0
"Bahamas","unimproved_sanitation_2017",1.53
"Bahamas","unimproved_water_2017",1.11
"Bosnia and Herzegovina","basic_sanitation_2017",73.81
"Bosnia and Herzegovina","basic_water_2017",7.3
"Bosnia and Herzegovina","limited_sanitation_2017",0.6
"Bosnia and Herzegovina","limited_water_2017",3.8
"Bosnia and Herzegovina","open_defecation_2017",0
"Bosnia and Herzegovina","safely_managed_sanitation_2017",21.55
"Bosnia and Herzegovina","safely_managed_water_2017",88.84
"Bosnia and Herzegovina","surface_water_2017",0
"Bosnia and Herzegovina","undernourishment_prev_2017",2.5
"Bosnia and Herzegovina","unimproved_sanitation_2017",4.04
"Bosnia and Herzegovina","unimproved_water_2017",0.06
"Belarus","basic_sanitation_2017",17.28
"Belarus","basic_water_2017",1.96
"Belarus","female_secondary_enroll_net_2017",96.4
"Belarus","limited_sanitation_2017",1.64
"Belarus","limited_water_2017",3.33
"Belarus","open_defecation_2017",0
"Belarus","safely_managed_sanitation_2017",80.52
"Belarus","safely_managed_water_2017",94.52
"Belarus","surface_water_2017",0
"Belarus","undernourishment_prev_2017",2.5
"Belarus","unimproved_sanitation_2017",0.57
"Belarus","unimproved_water_2017",0.19
"Belize","basic_sanitation_2017",87.86
"Belize","basic_water_2017",97.99
"Belize","female_secondary_enroll_net_2017",72.71
"Belize","limited_sanitation_2017",9.03
"Belize","limited_water_2017",1.24
"Belize","open_defecation_2017",0.78
"Belize","surface_water_2017",0
"Belize","undernourishment_prev_2017",7.5
"Belize","unimproved_sanitation_2017",2.33
"Belize","unimproved_water_2017",0.76
"Bolivia (Plurinational State of)","basic_sanitation_2017",37.78
"Bolivia (Plurinational State of)","basic_water_2017",92.85
"Bolivia (Plurinational State of)","female_secondary_enroll_net_2017",77.74
"Bolivia (Plurinational State of)","limited_sanitation_2017",17.3
"Bolivia (Plurinational State of)","limited_water_2017",0.08
"Bolivia (Plurinational State of)","open_defecation_2017",13.3
"Bolivia (Plurinational State of)","safely_managed_sanitation_2017",22.94
"Bolivia (Plurinational State of)","surface_water_2017",5.47
"Bolivia (Plurinational State of)","undernourishment_prev_2017",17.1
"Bolivia (Plurinational State of)","unimproved_sanitation_2017",8.68
"Bolivia (Plurinational State of)","unimproved_water_2017",1.6
"Brazil","basic_sanitation_2017",39.02
"Brazil","basic_water_2017",98.19
"Brazil","limited_sanitation_2017",0.25
"Brazil","limited_water_2017",0.25
"Brazil","open_defecation_2017",1.13
"Brazil","safely_managed_sanitation_2017",49.28
"Brazil","undernourishment_prev_2017",2.5
"Brazil","unimproved_sanitation_2017",10.33
"Brazil","unimproved_water_2017",1.55
"Barbados","basic_sanitation_2017",97.28
"Barbados","basic_water_2017",98.49
"Barbados","female_secondary_enroll_net_2017",99.31
"Barbados","limited_sanitation_2017",1.89
"Barbados","limited_water_2017",0.27
"Barbados","open_defecation_2017",0.83
"Barbados","surface_water_2017",0
"Barbados","undernourishment_prev_2017",3.9
"Barbados","unimproved_sanitation_2017",0
"Barbados","unimproved_water_2017",1.24
"Brunei Darussalam","basic_water_2017",99.9
"Brunei Darussalam","female_secondary_enroll_net_2017",84.5
"Brunei Darussalam","limited_water_2017",0
"Brunei Darussalam","surface_water_2017",0
"Brunei Darussalam","undernourishment_prev_2017",3.2
"Brunei Darussalam","unimproved_water_2017",0.1
"Bhutan","basic_sanitation_2017",69.25
"Bhutan","basic_water_2017",61.07
"Bhutan","female_secondary_enroll_net_2017",70.89
"Bhutan","limited_sanitation_2017",9.05
"Bhutan","limited_water_2017",2.5
"Bhutan","open_defecation_2017",0
"Bhutan","safely_managed_water_2017",36.16
"Bhutan","surface_water_2017",0.02
"Bhutan","unimproved_sanitation_2017",21.7
"Bhutan","unimproved_water_2017",0.24
"Botswana","basic_sanitation_2017",77.27
"Botswana","basic_water_2017",90.34
"Botswana","limited_sanitation_2017",5.56
"Botswana","limited_water_2017",6.58
"Botswana","open_defecation_2017",11.03
"Botswana","surface_water_2017",1.5
"Botswana","undernourishment_prev_2017",26.4
"Botswana","unimproved_sanitation_2017",6.13
"Botswana","unimproved_water_2017",1.58
"Central African Republic","female_secondary_enroll_net_2017",9.85
"Central African Republic","undernourishment_prev_2017",59.6
"Canada","basic_sanitation_2017",16.97
"Canada","basic_water_2017",0.58
"Canada","limited_sanitation_2017",0
"Canada","limited_water_2017",0
"Canada","open_defecation_2017",0
"Canada","safely_managed_sanitation_2017",82.32
"Canada","safely_managed_water_2017",98.86
"Canada","surface_water_2017",0
"Canada","undernourishment_prev_2017",2.5
"Canada","unimproved_sanitation_2017",0.71
"Canada","unimproved_water_2017",0.56
"Switzerland","basic_sanitation_2017",0.35
"Switzerland","basic_water_2017",4.54
"Switzerland","limited_sanitation_2017",0.1
"Switzerland","limited_water_2017",0
"Switzerland","open_defecation_2017",0
"Switzerland","safely_managed_sanitation_2017",99.54
"Switzerland","safely_managed_water_2017",95.46
"Switzerland","surface_water_2017",0
"Switzerland","undernourishment_prev_2017",2.5
"Switzerland","unimproved_sanitation_2017",0.01
"Switzerland","unimproved_water_2017",0
"Chile","basic_sanitation_2017",22.54
"Chile","basic_water_2017",1.19
"Chile","female_secondary_enroll_net_2017",88.24
"Chile","limited_sanitation_2017",0
"Chile","limited_water_2017",0
"Chile","open_defecation_2017",0
"Chile","safely_managed_sanitation_2017",77.46
"Chile","safely_managed_water_2017",98.64
"Chile","surface_water_2017",0
